		V;NFIN
tgatas	catar	V;IND;PRS;2;SG
tgatel	catar	V;IND;PRS;1;SG
tgati	catar	V;SBJV;PRS;1;SG
tgatian	catar	V;SBJV;PRS;3;PL
tgatias	catar	V;SBJV;PRS;2;SG
tgatsch	catschar	V;IND;PRS;1;SG
tgatscha	catschar	V;IMP;2;SG
tgatschan	catschar	V;IND;PRS;3;PL
tgatschas	catschar	V;SBJV;PRS;2;SG
tgatschel	catschar	V;IND;PRS;1;SG
tgatschi	catschar	V;SBJV;PRS;3;SG
tgatschian	catschar	V;SBJV;PRS;3;PL
tgatschias	catschar	V;SBJV;PRS;2;SG
tgavad	cavar	V;IMP;2;PL
tgavada	cavar	V.PTCP;PST;FEM;SG
tgavadas	cavar	V.PTCP;PST;FEM;PL
tgavagn	cavar	V;IND;PRS;1;PL
tgavar	cavar	V;IND;FUT;3;SG
tgavass	cavar	V;COND;1;SG
tgavassan	cavar	V;COND;1;PL
tgavassas	cavar	V;COND;2;SG
tgavava	cavar	V;IND;PST;1;SG;IPFV
tgavavan	cavar	V;IND;PST;1;PL;IPFV
tgavavas	cavar	V;IND;PST;2;PL;IPFV
tgavaz	cavar	V;IND;PRS;2;PL
tgaveian	cavar	V;SBJV;PRS;1;PL
tgaveias	cavar	V;SBJV;PRS;2;PL
tgavo	cavar	V.PTCP;PST;MASC;SG
tgavos	cavar	V.PTCP;PST;MASC;PL
tgavànd	cavar	V.PTCP;PRS
tgea	casar	V;IND;PRS;3;SG
tgead	car	V;IMP;2;PL
tgeada	car	V.PTCP;PST;FEM;SG
tgeadas	car	V.PTCP;PST;FEM;PL
tgear	car	V;IND;FUT;3;PL
tgeas	casar	V;IND;PRS;1;SG
tgeasa	casar	V;IMP;2;SG
tgeasan	casar	V;SBJV;PRS;3;PL
tgeasas	casar	V;SBJV;PRS;2;SG
tgeasch	caschar	V;IND;PRS;1;SG
tgeascha	caschar	V;IMP;2;SG
tgeaschan	caschar	V;SBJV;PRS;3;PL
tgeaschas	caschar	V;SBJV;PRS;2;SG
tgeaschel	caschar	V;IND;PRS;1;SG
tgeaschi	caschar	V;SBJV;PRS;3;SG
tgeaschian	caschar	V;SBJV;PRS;3;PL
tgeaschias	caschar	V;SBJV;PRS;2;SG
tgeasel	casar	V;IND;PRS;1;SG
tgeasi	casar	V;SBJV;PRS;3;SG
tgeasian	casar	V;SBJV;PRS;3;PL
tgeasias	casar	V;SBJV;PRS;2;SG
tgeav	cavar	V;IND;PRS;1;SG
tgeava	car	V;IND;PST;1;SG;IPFV
tgeava	cavar	V;IMP;2;SG
tgeavan	car	V;IND;PST;1;PL;IPFV
tgeavan	cavar	V;IND;PRS;3;PL
tgeavas	car	V;IND;PST;2;SG;IPFV
tgeavas	cavar	V;IND;PRS;2;SG
tgeavel	cavar	V;IND;PRS;1;SG
tgeavi	cavar	V;SBJV;PRS;1;SG
tgeavian	cavar	V;SBJV;PRS;3;PL
tgeavias	cavar	V;SBJV;PRS;2;SG
tgeaz	car	V;IND;PRS;2;PL
tgeian	car	V;SBJV;PRS;1;PL
tgeias	car	V;SBJV;PRS;2;PL
tgel	car	V;IND;PRS;1;SG
tgel	r	V;IND;PRS;1;SG
tgess	car	V;COND;3;SG
tgessan	car	V;COND;3;PL
tgessas	car	V;COND;2;PL
tgi	car	V;SBJV;PRS;3;SG
tgi	r	V;SBJV;PRS;3;SG
tgian	car	V;SBJV;PRS;3;PL
tgian	r	V;SBJV;PRS;3;PL
tgias	car	V;SBJV;PRS;2;SG
tgias	r	V;SBJV;PRS;2;SG
tgiert	corscher	V.PTCP;PST;MASC;SG
tgierta	corscher	V.PTCP;PST;FEM;SG
tgiertas	corscher	V.PTCP;PST;FEM;PL
tgierts	corscher	V.PTCP;PST;MASC;PL
tgieu	car	V.PTCP;PST;MASC;SG
tgieus	car	V.PTCP;PST;MASC;PL
tgs	r	V.PTCP;PST;MASC;PL
tgànd	car	V.PTCP;PRS
tgànt	cantar	V;IND;PRS;1;SG
tgànta	cantar	V;IMP;2;SG
tgàntan	cantar	V;IND;PRS;3;PL
tgàntas	cantar	V;SBJV;PRS;2;SG
tgàntel	cantar	V;IND;PRS;1;SG
tgànti	cantar	V;SBJV;PRS;3;SG
tgàntian	cantar	V;SBJV;PRS;3;PL
tgàntias	cantar	V;SBJV;PRS;2;SG
tgàt	adavur	V;IND;PRS;1;SG
tgàta	adavur	V;IMP;2;SG
tgàtan	adavur	V;IND;PRS;3;PL
tgàtas	adavur	V;SBJV;PRS;2;SG
tgàtel	adavur	V;IND;PRS;1;SG
tgàti	adavur	V;SBJV;PRS;3;SG
tgàtian	adavur	V;SBJV;PRS;3;PL
tgàtias	adavur	V;SBJV;PRS;2;SG
tgòld	caldar	V;IND;PRS;1;SG
tgòlda	caldar	V;IMP;2;SG
tgòldan	caldar	V;IND;PRS;3;PL
tgòldas	caldar	V;SBJV;PRS;2;SG
tgòldel	caldar	V;IND;PRS;1;SG
tgòldi	caldar	V;SBJV;PRS;3;SG
tgòldian	caldar	V;SBJV;PRS;3;PL
tgòldias	caldar	V;SBJV;PRS;2;SG
tira	uainter	V;IMP;2;SG
tiragn	uainter	V;IND;PRS;1;PL
tiran	uainter	V;SBJV;PRS;3;PL
tiras	uainter	V;IND;PRS;2;SG
tired	uainter	V;IMP;2;PL
tireian	uainter	V;SBJV;PRS;1;PL
tireias	uainter	V;SBJV;PRS;2;PL
tirel	uainter	V;IND;PRS;1;SG
tiress	uainter	V;COND;1;SG
tiressan	uainter	V;COND;1;PL
tiressas	uainter	V;COND;2;PL
tireva	uainter	V;IND;PST;3;SG;IPFV
tirevan	uainter	V;IND;PST;1;PL;IPFV
tirevas	uainter	V;IND;PST;2;PL;IPFV
tirez	uainter	V;IND;PRS;2;PL
tiri	uainter	V;SBJV;PRS;1;SG
tirian	uainter	V;SBJV;PRS;3;PL
tirias	uainter	V;SBJV;PRS;2;SG
tirànd	uainter	V.PTCP;PRS
tratg	uainter	V.PTCP;PST;MASC;SG
tratga	uainter	V.PTCP;PST;FEM;SG
tratgas	uainter	V.PTCP;PST;FEM;PL
tratgs	uainter	V.PTCP;PST;MASC;PL
trer	uainter	V;IND;FUT;1;SG
ts	mper	V.PTCP;PST;MASC;PL
tschieu	etscher	V.PTCP;PST;MASC;SG
u	ar	V.PTCP;PST;MASC;SG
uandad	avundar	V;IMP;2;PL
uandada	avundar	V.PTCP;PST;FEM;SG
uandadas	avundar	V.PTCP;PST;FEM;PL
uandagn	avundar	V;IND;PRS;1;PL
uandar	avundar	V;IND;FUT;1;SG
uandass	avundar	V;COND;1;SG
uandassan	avundar	V;COND;3;PL
uandassas	avundar	V;COND;2;PL
uandava	avundar	V;IND;PST;1;SG;IPFV
uandavan	avundar	V;IND;PST;3;PL;IPFV
uandavas	avundar	V;IND;PST;2;PL;IPFV
uandaz	avundar	V;IND;PRS;2;PL
uandeian	avundar	V;SBJV;PRS;1;PL
uandeias	avundar	V;SBJV;PRS;2;PL
uando	avundar	V.PTCP;PST;MASC;SG
uandos	avundar	V.PTCP;PST;MASC;PL
uandànd	avundar	V.PTCP;PRS
udagn	oder	V;IND;PRS;1;PL
uded	oder	V;IMP;2;PL
udeian	oder	V;SBJV;PRS;1;PL
udeias	oder	V;SBJV;PRS;2;PL
udess	oder	V;COND;1;SG
udessan	oder	V;COND;1;PL
udessas	oder	V;COND;2;PL
udeva	oder	V;IND;PST;1;SG;IPFV
udevan	oder	V;IND;PST;1;PL;IPFV
udevas	oder	V;IND;PST;2;PL;IPFV
udez	oder	V;IND;PRS;2;PL
udànd	oder	V.PTCP;PRS
ulagn	oler	V;IND;PRS;1;PL
uled	oler	V;IMP;2;PL
uleian	oler	V;SBJV;PRS;1;PL
uleias	oler	V;SBJV;PRS;2;PL
uless	oler	V;COND;3;SG
ulessan	oler	V;COND;1;PL
ulessas	oler	V;COND;2;PL
uleva	oler	V;IND;PST;1;SG;IPFV
ulevan	oler	V;IND;PST;1;PL;IPFV
ulevas	oler	V;IND;PST;2;SG;IPFV
ulez	oler	V;IND;PRS;2;PL
ulvagn	olver	V;IND;PRS;1;PL
ulved	olver	V;IMP;2;PL
ulveian	olver	V;SBJV;PRS;1;PL
ulveias	olver	V;SBJV;PRS;2;PL
ulvess	olver	V;COND;1;SG
ulvessan	olver	V;COND;3;PL
ulvessas	olver	V;COND;2;SG
ulveva	olver	V;IND;PST;3;SG;IPFV
ulvevan	olver	V;IND;PST;3;PL;IPFV
ulvevas	olver	V;IND;PST;2;PL;IPFV
ulvez	olver	V;IND;PRS;2;PL
ulvida	olver	V.PTCP;PST;FEM;SG
ulvidas	olver	V.PTCP;PST;FEM;PL
ulvieu	olver	V.PTCP;PST;MASC;SG
ulvieus	olver	V.PTCP;PST;MASC;PL
ulvànd	olver	V.PTCP;PRS
ulànd	oler	V.PTCP;PRS
umad	amar	V;IMP;2;PL
umada	amar	V.PTCP;PST;FEM;SG
umadas	amar	V.PTCP;PST;FEM;PL
umagn	amar	V;IND;PRS;1;PL
umar	amar	V;IND;FUT;3;PL
umass	amar	V;COND;1;SG
umassan	amar	V;COND;1;PL
umassas	amar	V;COND;2;PL
umava	amar	V;IND;PST;1;SG;IPFV
umavan	amar	V;IND;PST;1;PL;IPFV
umavas	amar	V;IND;PST;2;SG;IPFV
umaz	amar	V;IND;PRS;2;PL
umeian	amar	V;SBJV;PRS;1;PL
umeias	amar	V;SBJV;PRS;2;PL
umo	amar	V.PTCP;PST;MASC;SG
umos	amar	V.PTCP;PST;MASC;PL
umànd	amar	V.PTCP;PRS
unachessan	anuscher	V;COND;1;PL
unaschagn	anuscher	V;IND;PRS;1;PL
unasched	anuscher	V;IMP;2;PL
unascheian	anuscher	V;SBJV;PRS;1;PL
unascheias	anuscher	V;SBJV;PRS;2;PL
unaschess	anuscher	V;COND;1;SG
unaschessan	anuscher	V;COND;3;PL
unaschessas	anuscher	V;COND;2;PL
unascheva	anuscher	V;IND;PST;3;SG;IPFV
unaschevan	anuscher	V;IND;PST;3;PL;IPFV
unaschevas	anuscher	V;IND;PST;2;SG;IPFV
unaschez	anuscher	V;IND;PRS;2;PL
unaschida	anuscher	V.PTCP;PST;FEM;SG
unaschidas	anuscher	V.PTCP;PST;FEM;PL
unaschieu	anuscher	V.PTCP;PST;MASC;SG
unaschieus	anuscher	V.PTCP;PST;MASC;PL
unaschànd	anuscher	V.PTCP;PRS
und	ar	V;IND;PRS;1;SG
undagn	onder	V;IND;PRS;1;PL
unded	onder	V;IMP;2;PL
undeian	onder	V;SBJV;PRS;1;PL
undeias	onder	V;SBJV;PRS;2;PL
undel	ar	V;IND;PRS;1;SG
undess	onder	V;COND;1;SG
undessan	onder	V;COND;1;PL
undessas	onder	V;COND;2;PL
undeva	onder	V;IND;PST;1;SG;IPFV
undevan	onder	V;IND;PST;1;PL;IPFV
undevas	onder	V;IND;PST;2;SG;IPFV
undez	onder	V;IND;PRS;2;PL
undànd	onder	V.PTCP;PRS
uond	avundar	V;IND;PRS;1;SG
uonda	avundar	V;IMP;2;SG
uondan	avundar	V;IND;PRS;3;PL
uondas	avundar	V;IND;PRS;2;SG
uondel	avundar	V;IND;PRS;1;SG
uondi	avundar	V;SBJV;PRS;1;SG
uondian	avundar	V;SBJV;PRS;3;PL
uondias	avundar	V;SBJV;PRS;2;SG
uragn	orer	V;IND;PRS;1;PL
urdagn	order	V;IND;PRS;1;PL
urded	order	V;IMP;2;PL
urdeian	order	V;SBJV;PRS;1;PL
urdeias	order	V;SBJV;PRS;2;PL
urdess	order	V;COND;1;SG
urdessan	order	V;COND;1;PL
urdessas	order	V;COND;2;SG
urdeva	order	V;IND;PST;1;SG;IPFV
urdevan	order	V;IND;PST;1;PL;IPFV
urdevas	order	V;IND;PST;2;PL;IPFV
urdez	order	V;IND;PRS;2;PL
urdànd	order	V.PTCP;PRS
ured	orer	V;IMP;2;PL
ureian	orer	V;SBJV;PRS;1;PL
ureias	orer	V;SBJV;PRS;2;PL
uress	orer	V;COND;1;SG
uressan	orer	V;COND;1;PL
uressas	orer	V;COND;2;SG
ureva	orer	V;IND;PST;1;SG;IPFV
urevan	orer	V;IND;PST;1;PL;IPFV
urevas	orer	V;IND;PST;2;PL;IPFV
urez	orer	V;IND;PRS;2;PL
urida	orer	V.PTCP;PST;FEM;SG
uridas	orer	V.PTCP;PST;FEM;PL
urieu	orer	V.PTCP;PST;MASC;SG
urieus	orer	V.PTCP;PST;MASC;PL
urschagn	orscher	V;IND;PRS;1;PL
ursched	orscher	V;IMP;2;PL
urscheian	orscher	V;SBJV;PRS;1;PL
urscheias	orscher	V;SBJV;PRS;2;PL
urschess	orscher	V;COND;1;SG
urschessan	orscher	V;COND;1;PL
urschessas	orscher	V;COND;2;SG
urscheva	orscher	V;IND;PST;3;SG;IPFV
urschevan	orscher	V;IND;PST;1;PL;IPFV
urschevas	orscher	V;IND;PST;2;SG;IPFV
urschez	orscher	V;IND;PRS;2;PL
urschida	orscher	V.PTCP;PST;FEM;SG
urschidas	orscher	V.PTCP;PST;FEM;PL
urschieu	orscher	V.PTCP;PST;MASC;SG
urschieus	orscher	V.PTCP;PST;MASC;PL
urschànd	orscher	V.PTCP;PRS
urvagn	orver	V;IND;PRS;1;PL
urved	orver	V;IMP;2;PL
urveian	orver	V;SBJV;PRS;1;PL
urveias	orver	V;SBJV;PRS;2;PL
urvess	orver	V;COND;3;SG
urvessan	orver	V;COND;1;PL
urvessas	orver	V;COND;2;PL
urveva	orver	V;IND;PST;1;SG;IPFV
urvevan	orver	V;IND;PST;1;PL;IPFV
urvevas	orver	V;IND;PST;2;PL;IPFV
urvez	orver	V;IND;PRS;2;PL
urvida	orver	V.PTCP;PST;FEM;SG
urvidas	orver	V.PTCP;PST;FEM;PL
urvieu	orver	V.PTCP;PST;MASC;SG
urvieus	orver	V.PTCP;PST;MASC;PL
urvànd	orver	V.PTCP;PRS
urànd	orer	V.PTCP;PRS
us	ar	V.PTCP;PST;MASC;PL
uvagn	over	V;IND;PRS;1;PL
uved	over	V;IMP;2;PL
uveian	over	V;SBJV;PRS;1;PL
uveias	over	V;SBJV;PRS;2;PL
uvess	over	V;COND;1;SG
uvessan	over	V;COND;1;PL
uvessas	over	V;COND;2;PL
uveva	over	V;IND;PST;1;SG;IPFV
uvevan	over	V;IND;PST;1;PL;IPFV
uvevas	over	V;IND;PST;2;SG;IPFV
uvez	over	V;IND;PRS;2;PL
uvida	over	V.PTCP;PST;FEM;SG
uvidas	over	V.PTCP;PST;FEM;PL
uvieu	over	V.PTCP;PST;MASC;SG
uvieus	over	V.PTCP;PST;MASC;PL
uvànd	over	V.PTCP;PRS
v	ar	V;IND;PRS;1;SG
va	ir	V;IND;PRS;3;SG
va	r	V;IND;PST;3;SG;IPFV
vagnagn	militar	V;IND;PRS;1;PL
vagned	militar	V;IMP;2;PL
vagneian	militar	V;SBJV;PRS;1;PL
vagneias	militar	V;SBJV;PRS;2;PL
vagness	militar	V;COND;3;SG
vagnessan	militar	V;COND;1;PL
vagnessas	militar	V;COND;2;PL
vagneva	militar	V;IND;PST;3;SG;IPFV
vagnevan	militar	V;IND;PST;1;PL;IPFV
vagnevas	militar	V;IND;PST;2;SG;IPFV
vagnez	militar	V;IND;PRS;2;PL
vagnida	militar	V.PTCP;PST;FEM;SG
vagnidas	militar	V.PTCP;PST;FEM;PL
vagnieu	militar	V.PTCP;PST;MASC;SG
vagnieus	militar	V.PTCP;PST;MASC;PL
vagnir	militar	V;IND;FUT;2;SG
vagnànd	militar	V.PTCP;PRS
van	ir	V;IND;PRS;3;PL
van	r	V;IND;PST;3;PL;IPFV
vas	ir	V;IND;PRS;2;SG
vas	r	V;IND;PST;2;SG;IPFV
vean	militar	V;IND;PRS;3;SG
veans	militar	V;IND;PRS;2;SG
vel	ar	V;IND;PRS;1;SG
vi	ler	V;IND;PRS;1;SG
via	militar	V;IMP;2;SG
viert	searver	V.PTCP;PST;MASC;SG
vierta	searver	V.PTCP;PST;FEM;SG
viertas	searver	V.PTCP;PST;FEM;PL
vierts	searver	V.PTCP;PST;MASC;PL
vigli	ler	V;SBJV;PRS;3;SG
viglian	ler	V;SBJV;PRS;3;PL
viglias	ler	V;SBJV;PRS;2;SG
vignan	militar	V;IND;PRS;3;PL
vignas	militar	V;SBJV;PRS;2;SG
vigni	militar	V;SBJV;PRS;3;SG
vignian	militar	V;SBJV;PRS;3;PL
vignias	militar	V;SBJV;PRS;2;SG
vigntel	militar	V;IND;PRS;1;SG
vol	ler	V;IND;PRS;2;SG
voman	ir	V;SBJV;PRS;3;PL
vomas	ir	V;SBJV;PRS;2;SG
vomi	ir	V;SBJV;PRS;3;SG
vomian	ir	V;SBJV;PRS;3;PL
vomias	ir	V;SBJV;PRS;2;SG
vont	ir	V;IND;PRS;1;SG
vontvom	ir	V;IND;PRS;1;SG
vut	ler	V;IND;PRS;3;SG
vutan	ler	V;IND;PRS;3;PL
z	r	V;IND;PRS;2;PL
za	r	V;IND;PRS;3;SG
zan	r	V;IND;PRS;3;PL
zas	r	V;SBJV;PRS;2;SG
zel	r	V;IND;PRS;1;SG
zi	r	V;SBJV;PRS;1;SG
zian	r	V;SBJV;PRS;3;PL
zias	r	V;SBJV;PRS;2;SG
zl	r	V;IND;PRS;1;SG
zopagead	suainter	V;IMP;2;PL
zopageada	suainter	V.PTCP;PST;FEM;SG
zopageadas	suainter	V.PTCP;PST;FEM;PL
zopagear	suainter	V;IND;FUT;1;PL
zopageava	suainter	V;IND;PST;3;SG;IPFV
zopageavan	suainter	V;IND;PST;1;PL;IPFV
zopageavas	suainter	V;IND;PST;2;PL;IPFV
zopageaz	suainter	V;IND;PRS;2;PL
zopageian	suainter	V;SBJV;PRS;1;PL
zopageias	suainter	V;SBJV;PRS;2;PL
zopagess	suainter	V;COND;1;SG
zopagessan	suainter	V;COND;3;PL
zopagessas	suainter	V;COND;2;PL
zopagiagn	suainter	V;IND;PRS;1;PL
zopagieu	suainter	V.PTCP;PST;MASC;SG
zopagieus	suainter	V.PTCP;PST;MASC;PL
zopagiànd	suainter	V.PTCP;PRS
zopegel	suainter	V;IND;PRS;1;SG
zopegi	suainter	V;SBJV;PRS;3;SG
zopegia	suainter	V;IND;PRS;3;SG
zopegian	suainter	V;SBJV;PRS;3;PL
zopegias	suainter	V;IND;PRS;2;SG
àn	anar	V;IND;PRS;1;SG
àna	anar	V;IMP;2;SG
ànan	anar	V;IND;PRS;3;PL
ànas	anar	V;IND;PRS;2;SG
ànc	ancar	V;IND;PRS;1;SG
ànca	ancar	V;IMP;2;SG
àncan	ancar	V;SBJV;PRS;3;PL
àncas	ancar	V;SBJV;PRS;2;SG
àncel	ancar	V;IND;PRS;1;SG
ànci	ancar	V;SBJV;PRS;3;SG
àncian	ancar	V;SBJV;PRS;3;PL
àncias	ancar	V;SBJV;PRS;2;SG
ànd	ar	V.PTCP;PRS
ànd	ear	V.PTCP;PRS
ànd	er	V.PTCP;PRS
ànd	ir	V.PTCP;PRS
ànd	r	V.PTCP;PRS
ànel	anar	V;IND;PRS;1;SG
àngl	anglar	V;IND;PRS;1;SG
àngla	anglar	V;IMP;2;SG
ànglan	anglar	V;IND;PRS;3;PL
ànglas	anglar	V;SBJV;PRS;2;SG
ànglel	anglar	V;IND;PRS;1;SG
àngli	anglar	V;SBJV;PRS;3;SG
ànglian	anglar	V;SBJV;PRS;3;PL
ànglias	anglar	V;SBJV;PRS;2;SG
àni	anar	V;SBJV;PRS;1;SG
ànian	anar	V;SBJV;PRS;3;PL
ànias	anar	V;SBJV;PRS;2;SG
ànt	antar	V;IND;PRS;1;SG
ànta	antar	V;IMP;2;SG
àntan	antar	V;SBJV;PRS;3;PL
àntas	antar	V;SBJV;PRS;2;SG
àntel	antar	V;IND;PRS;1;SG
ànti	antar	V;SBJV;PRS;1;SG
àntian	antar	V;SBJV;PRS;3;PL
àntias	antar	V;SBJV;PRS;2;SG
àntsch	antschar	V;IND;PRS;1;SG
àntscha	antschar	V;IMP;2;SG
àntschan	antschar	V;IND;PRS;3;PL
àntschas	antschar	V;SBJV;PRS;2;SG
àntschel	antschar	V;IND;PRS;1;SG
àntschi	antschar	V;SBJV;PRS;3;SG
àntschian	antschar	V;SBJV;PRS;3;PL
àntschias	antschar	V;SBJV;PRS;2;SG
ànz	anzar	V;IND;PRS;1;SG
ànza	anzar	V;IMP;2;SG
ànzan	anzar	V;IND;PRS;3;PL
ànzas	anzar	V;SBJV;PRS;2;SG
ànzel	anzar	V;IND;PRS;1;SG
ànzi	anzar	V;SBJV;PRS;3;SG
ànzian	anzar	V;SBJV;PRS;3;PL
ànzias	anzar	V;SBJV;PRS;2;SG
â	ver	V;IND;PRS;3;SG
ân	ver	V;IND;PRS;3;PL
âs	ver	V;IND;PRS;2;SG
è	ar	V;IMP;2;PL
è	er	V;IMP;2;PL
òld	aldar	V;IND;PRS;1;SG
òlda	aldar	V;IMP;2;SG
òldan	aldar	V;IND;PRS;3;PL
òldas	aldar	V;SBJV;PRS;2;SG
òldel	aldar	V;IND;PRS;1;SG
òldi	aldar	V;SBJV;PRS;1;SG
òldian	aldar	V;SBJV;PRS;3;PL
òldias	aldar	V;SBJV;PRS;2;SG
òlt	altar	V;IND;PRS;1;SG
òlta	altar	V;IMP;2;SG
òltan	altar	V;SBJV;PRS;3;PL
òltas	altar	V;SBJV;PRS;2;SG
òltel	altar	V;IND;PRS;1;SG
òlti	altar	V;SBJV;PRS;3;SG
òltian	altar	V;SBJV;PRS;3;PL
òltias	altar	V;SBJV;PRS;2;SG
òlz	ulzar	V;IND;PRS;1;SG
òlza	ulzar	V;IMP;2;SG
òlzan	ulzar	V;IND;PRS;3;PL
òlzas	ulzar	V;SBJV;PRS;2;SG
òlzel	ulzar	V;IND;PRS;1;SG
òlzi	ulzar	V;SBJV;PRS;3;SG
òlzian	ulzar	V;SBJV;PRS;3;PL
òlzias	ulzar	V;SBJV;PRS;2;SG
ùa	uar	V;IND;PRS;3;SG
ùan	uar	V;SBJV;PRS;3;PL
ùas	uar	V;SBJV;PRS;2;SG
ùi	uar	V;SBJV;PRS;3;SG
ùian	uar	V;SBJV;PRS;3;PL
ùias	uar	V;SBJV;PRS;2;SG
ùn	anar	V;IND;PRS;1;SG
ùn	unar	V;IND;PRS;1;SG
ùna	anar	V;IMP;2;SG
ùna	unar	V;IMP;2;SG
ùnan	anar	V;SBJV;PRS;3;PL
ùnan	unar	V;SBJV;PRS;3;PL
ùnas	anar	V;SBJV;PRS;2;SG
ùnas	unar	V;SBJV;PRS;2;SG
ùnc	uncar	V;IND;PRS;1;SG
ùnca	uncar	V;IMP;2;SG
ùncan	uncar	V;IND;PRS;3;PL
ùncas	uncar	V;SBJV;PRS;2;SG
ùncel	uncar	V;IND;PRS;1;SG
ùnci	uncar	V;SBJV;PRS;3;SG
ùncian	uncar	V;SBJV;PRS;3;PL
ùncias	uncar	V;SBJV;PRS;2;SG
ùnel	anar	V;IND;PRS;1;SG
ùnel	unar	V;IND;PRS;1;SG
ùni	anar	V;SBJV;PRS;1;SG
ùni	unar	V;SBJV;PRS;1;SG
ùnian	anar	V;SBJV;PRS;3;PL
ùnian	unar	V;SBJV;PRS;3;PL
ùnias	anar	V;SBJV;PRS;2;SG
ùnias	unar	V;SBJV;PRS;2;SG
ùnt	untar	V;IND;PRS;1;SG
ùnta	untar	V;IMP;2;SG
ùntan	untar	V;IND;PRS;3;PL
ùntas	untar	V;SBJV;PRS;2;SG
ùntel	untar	V;IND;PRS;1;SG
ùnti	untar	V;SBJV;PRS;3;SG
ùntian	untar	V;SBJV;PRS;3;PL
ùntias	untar	V;SBJV;PRS;2;SG
ùntr	untrar	V;IND;PRS;1;SG
ùntra	untrar	V;IMP;2;SG
ùntran	untrar	V;SBJV;PRS;3;PL
ùntras	untrar	V;IND;PRS;2;SG
ùntrel	untrar	V;IND;PRS;1;SG
ùntri	untrar	V;SBJV;PRS;3;SG
ùntrian	untrar	V;SBJV;PRS;3;PL
ùntrias	untrar	V;SBJV;PRS;2;SG
ùntsch	untschar	V;IND;PRS;1;SG
ùntscha	untschar	V;IND;PRS;3;SG
ùntschan	untschar	V;SBJV;PRS;3;PL
ùntschas	untschar	V;SBJV;PRS;2;SG
ùntschel	untschar	V;IND;PRS;1;SG
ùntschi	untschar	V;SBJV;PRS;3;SG
ùntschian	untschar	V;SBJV;PRS;3;PL
ùntschias	untschar	V;SBJV;PRS;2;SG
ùv	uar	V;IND;PRS;1;SG
ùvel	uar	V;IND;PRS;1;SG
